Country	Bank	Item	Year	Value  Flags
"Slovak Republic"	"Commercial banks"	"1. Interest income"	"2008"	2713.61  
"Slovak Republic"	"Commercial banks"	"1. Interest income"	"2009"	2075.536  
"Spain"	"Commercial banks"	"1. Interest income"	"1999"	24041  
"Spain"	"Commercial banks"	"1. Interest income"	"2000"	29239  
"Spain"	"Commercial banks"	"1. Interest income"	"2001"	36475  
"Spain"	"Commercial banks"	"1. Interest income"	"2002"	32174  
"Spain"	"Commercial banks"	"1. Interest income"	"2003"	30233  
"Spain"	"Commercial banks"	"1. Interest income"	"2004"	31722  
"Spain"	"Commercial banks"	"1. Interest income"	"2005"	35509  
"Spain"	"Commercial banks"	"1. Interest income"	"2006"	48832  
"Spain"	"Commercial banks"	"1. Interest income"	"2007"	66645  
"Spain"	"Commercial banks"	"1. Interest income"	"2008"	84267  
"Spain"	"Commercial banks"	"1. Interest income"	"2009"	58260  
"Sweden"	"Commercial banks"	"1. Interest income"	"1999"	108166  
"Sweden"	"Commercial banks"	"1. Interest income"	"2000"	137429  
"Sweden"	"Commercial banks"	"1. Interest income"	"2001"	138228  
"Sweden"	"Commercial banks"	"1. Interest income"	"2002"	126831  
"Sweden"	"Commercial banks"	"1. Interest income"	"2003"	106303  
"Sweden"	"Commercial banks"	"1. Interest income"	"2004"	94917  
"Sweden"	"Commercial banks"	"1. Interest income"	"2005"	112245  
"Sweden"	"Commercial banks"	"1. Interest income"	"2006"	155407  
"Sweden"	"Commercial banks"	"1. Interest income"	"2007"	204210  
"Sweden"	"Commercial banks"	"1. Interest income"	"2008"	264150  
"Sweden"	"Commercial banks"	"1. Interest income"	"2009"	156345  
"Switzerland"	"Commercial banks"	"1. Interest income"	"1999"	61441  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2000"	87293  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2001"	84480  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2002"	62679  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2003"	56756  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2004"	56974  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2005"	78051  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2006"	109139  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2007"	140889  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2008"	107749  
"Switzerland"	"Commercial banks"	"1. Interest income"	"2009"	51073  
"Turkey"	"Commercial banks"	"1. Interest income"	"1999"	21107.851  
"Turkey"	"Commercial banks"	"1. Interest income"	"2000"	21739.443  
"Turkey"	"Commercial banks"	"1. Interest income"	"2001"	60365.982  
"Turkey"	"Commercial banks"	"1. Interest income"	"2002"	43701.974  
"Turkey"	"Commercial banks"	"1. Interest income"	"2003"	38128.475  
"Turkey"	"Commercial banks"	"1. Interest income"	"2004"	40590.581  
"Turkey"	"Commercial banks"	"1. Interest income"	"2005"	43794.538  
"Turkey"	"Commercial banks"	"1. Interest income"	"2006"	56431.156  
"Turkey"	"Commercial banks"	"1. Interest income"	"2007"	71438.059  
"Turkey"	"Commercial banks"	"1. Interest income"	"2008"	86822.958  
"Turkey"	"Commercial banks"	"1. Interest income"	"2009"	87033.834  
"United States"	"Commercial banks"	"1. Interest income"	"1999"	369174.291  
"United States"	"Commercial banks"	"1. Interest income"	"2000"	430401.692  
"United States"	"Commercial banks"	"1. Interest income"	"2001"	404474.646  
"United States"	"Commercial banks"	"1. Interest income"	"2002"	356627.19  
"United States"	"Commercial banks"	"1. Interest income"	"2003"	330480.171  
"United States"	"Commercial banks"	"1. Interest income"	"2004"	340552.07  
"United States"	"Commercial banks"	"1. Interest income"	"2005"	430284.381  
"United States"	"Commercial banks"	"1. Interest income"	"2006"	551791.056  
"United States"	"Commercial banks"	"1. Interest income"	"2007"	615060.075  
"United States"	"Commercial banks"	"1. Interest income"	"2008"	534224.789  
"United States"	"Commercial banks"	"1. Interest income"	"2009"	484428.107  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2004"	527114.318  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2005"	706169.099  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2006"	976865.978  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2007"	1417381.285  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2008"	2188839.533  
"Russian Federation"	"Commercial banks"	"1. Interest income"	"2009"	2757394.701  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2002"	1511.201  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2003"	1428.583  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2004"	1248.836  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2005"	1369.6  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2006"	1618.2  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2007"	2288.192  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2008"	3052.587  
"Slovenia"	"Commercial banks"	"1. Interest income"	"2009"	2464.36  
"Belgium"	"Large commercial banks"	"1. Interest income"	"1999"	42607.26  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2000"	59355.176  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2001"	51892.266  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2002"	42263.621  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2003"	36814.533  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2004"	52010.631  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2005"	47456.878  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2006"	47793.432  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2007"	62425.679  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2008"	66305.664  
"Belgium"	"Large commercial banks"	"1. Interest income"	"2009"	32837.645  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2004"	60564.856  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2005"	77794.192  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2006"	96435.47  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2007"	130971.555  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2008"	158191.622  
"Denmark"	"Large commercial banks"	"1. Interest income"	"2009"	112547.989  
"Finland"	"Large commercial banks"	"1. Interest income"	"1999"	3139.039  
"Finland"	"Large commercial banks"	"1. Interest income"	"2000"	4185.979  
"Finland"	"Large commercial banks"	"1. Interest income"	"2001"	4801.55  
"Finland"	"Large commercial banks"	"1. Interest income"	"2002"	3572.731  
"Finland"	"Large commercial banks"	"1. Interest income"	"2003"	2916.303  
"Finland"	"Large commercial banks"	"1. Interest income"	"2004"	3203.731  
"Finland"	"Large commercial banks"	"1. Interest income"	"2005"	4400.899  
"Finland"	"Large commercial banks"	"1. Interest income"	"2006"	6102.167  
"Finland"	"Large commercial banks"	"1. Interest income"	"2007"	8075.162  
"Finland"	"Large commercial banks"	"1. Interest income"	"2008"	10027.979  
"Finland"	"Large commercial banks"	"1. Interest income"	"2009"	5224.701  
"France"	"Large commercial banks"	"1. Interest income"	"1999"	73950.58  
"France"	"Large commercial banks"	"1. Interest income"	"2000"	108033.61  
"France"	"Large commercial banks"	"1. Interest income"	"2001"	121122  
"France"	"Large commercial banks"	"1. Interest income"	"2002"	108367  
"France"	"Large commercial banks"	"1. Interest income"	"2003"	85605  
"France"	"Large commercial banks"	"1. Interest income"	"2004"	54706.394  
"France"	"Large commercial banks"	"1. Interest income"	"2005"	66029.757  
"France"	"Large commercial banks"	"1. Interest income"	"2006"	86246.675  
"France"	"Large commercial banks"	"1. Interest income"	"2007"	120088.783  
"France"	"Large commercial banks"	"1. Interest income"	"2008"	123646.47  
"France"	"Large commercial banks"	"1. Interest income"	"2009"	75249.43  
"Germany"	"Large commercial banks"	"1. Interest income"	"1999"	60389  
"Germany"	"Large commercial banks"	"1. Interest income"	"2000"	79073  
"Germany"	"Large commercial banks"	"1. Interest income"	"2001"	81187  
"Germany"	"Large commercial banks"	"1. Interest income"	"2002"	65553  
"Germany"	"Large commercial banks"	"1. Interest income"	"2003"	52461  
"Germany"	"Large commercial banks"	"1. Interest income"	"2004"	58161  
"Germany"	"Large commercial banks"	"1. Interest income"	"2005"	73595  
"Germany"	"Large commercial banks"	"1. Interest income"	"2006"	87108  
"Germany"	"Large commercial banks"	"1. Interest income"	"2007"	104238  
"Germany"	"Large commercial banks"	"1. Interest income"	"2008"	100199  
"Germany"	"Large commercial banks"	"1. Interest income"	"2009"	56590  
"Greece"	"Large commercial banks"	"1. Interest income"	"1999"	6460  
"Greece"	"Large commercial banks"	"1. Interest income"	"2000"	9466  
"Greece"	"Large commercial banks"	"1. Interest income"	"2001"	7243  
"Greece"	"Large commercial banks"	"1. Interest income"	"2002"	6806  
"Greece"	"Large commercial banks"	"1. Interest income"	"2003"	6534  
"Greece"	"Large commercial banks"	"1. Interest income"	"2004"	6640  
"Greece"	"Large commercial banks"	"1. Interest income"	"2005"	8116  
"Greece"	"Large commercial banks"	"1. Interest income"	"2006"	11352  
"Greece"	"Large commercial banks"	"1. Interest income"	"2007"	15539  
"Greece"	"Large commercial banks"	"1. Interest income"	"2008"	19820  
"Greece"	"Large commercial banks"	"1. Interest income"	"2009"	15510  
"Ireland"	"Large commercial banks"	"1. Interest income"	"2006"	29558.248  
"Ireland"	"Large commercial banks"	"1. Interest income"	"2007"	39701.735  
"Ireland"	"Large commercial banks"	"1. Interest income"	"2008"	36087.669  
"Ireland"	"Large commercial banks"	"1. Interest income"	"2009"	22941.496  
"Korea"	"Large commercial banks"	"1. Interest income"	"1999"	33037000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2000"	37403000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2001"	31690000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2002"	33456000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2003"	36934000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2004"	37059000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2005"	37151000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2006"	41517000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2007"	49931000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2008"	60677000  
"Korea"	"Large commercial banks"	"1. Interest income"	"2009"	51669337  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2000"	276323.3  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2001"	225310.273  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2002"	175988.085  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2003"	164213.909  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2004"	190180.319  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2005"	261070.625  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2006"	276641.3  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2007"	319827.321  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2008"	367735.697  
"Mexico"	"Large commercial banks"	"1. Interest income"	"2009"	328889.138  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"1999"	73361.404  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2000"	87979.818  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2001"	87749.854  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2002"	76513.718  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2003"	72778.593  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2004"	75288.244  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2005"	114278.354  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2006"	122057  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2007"	138519  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2008"	165037  
"Netherlands"	"Large commercial banks"	"1. Interest income"	"2009"	121788  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2004"	13091.4  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2005"	15893.2  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2006"	19307  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2007"	22651  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2008"	26051  
"New Zealand"	"Large commercial banks"	"1. Interest income"	"2009"	18984  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"1999"	1130.864  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2000"	1286.598  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2001"	1115.125  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2002"	1169.341  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2003"	1056.982  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2004"	1147.425  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2005"	1070.408  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2006"	1512.55  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2007"	1972.948  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2008"	2031.333  
"Slovak Republic"	"Large commercial banks"	"1. Interest income"	"2009"	1677.26  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2000"	119619  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2001"	114908  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2002"	105133  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2003"	85767  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2004"	74712  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2005"	88516  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2006"	124160  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2007"	159957  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2008"	207157  
"Sweden"	"Large commercial banks"	"1. Interest income"	"2009"	121292  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"1999"	41760  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2000"	62911  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2001"	59858  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2002"	42606  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2003"	40630  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2004"	41071  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2005"	59034  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2006"	85434  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2007"	110765  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2008"	77754  
"Switzerland"	"Large commercial banks"	"1. Interest income"	"2009"	31943  
"Turkey"	"Large commercial banks"	"1. Interest income"	"1999"	8144.124  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2000"	7764.306  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2001"	27878.524  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2002"	22169.049  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2003"	20513.605  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2004"	21656.35  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2005"	22780.046  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2006"	29544.668  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2007"	37010.915  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2008"	43755.443  
"Turkey"	"Large commercial banks"	"1. Interest income"	"2009"	44827.225  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"1999"	66285  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2000"	79153  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2001"	80248  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2002"	72622  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2003"	73760.7  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2004"	85273.9  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2005"	100567.9  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2006"	116759  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2007"	147368  
"United Kingdom"	"Large commercial banks"	"1. Interest income"	"2008"	172285.7  
"United States"	"Large commercial banks"	"1. Interest income"	"1999"	250730.328  
"United States"	"Large commercial banks"	"1. Interest income"	"2000"	303248.266  
"United States"	"Large commercial banks"	"1. Interest income"	"2001"	284544.97  
"United States"	"Large commercial banks"	"1. Interest income"	"2002"	252968.456  
"United States"	"Large commercial banks"	"1. Interest income"	"2003"	236350.826  
"United States"	"Large commercial banks"	"1. Interest income"	"2004"	246043.073  
"United States"	"Large commercial banks"	"1. Interest income"	"2005"	317855.884  
"United States"	"Large commercial banks"	"1. Interest income"	"2006"	415640.766  
"United States"	"Large commercial banks"	"1. Interest income"	"2007"	470701.814  
"United States"	"Large commercial banks"	"1. Interest income"	"2008"	405886.987  
"United States"	"Large commercial banks"	"1. Interest income"	"2009"	372635.65  
"Chile"	"Large commercial banks"	"1. Interest income"	"1999"	1696548.144  
"Chile"	"Large commercial banks"	"1. Interest income"	"2000"	2036330.62  
"Chile"	"Large commercial banks"	"1. Interest income"	"2001"	1902687.768  
"Chile"	"Large commercial banks"	"1. Interest income"	"2002"	2581144.297  
"Chile"	"Large commercial banks"	"1. Interest income"	"2003"	1655361.176  
"Chile"	"Large commercial banks"	"1. Interest income"	"2004"	2172515.869  
"Chile"	"Large commercial banks"	"1. Interest income"	"2005"	2838410.93  
"Chile"	"Large commercial banks"	"1. Interest income"	"2006"	3371031.321  
